user_id,timestamp,login_location,access_type,resource,device_type
user_25,2023-01-13 10:00:00,New York,read,Finance System,Mobile
user_19,2023-01-24 14:00:00,New York,upload,DevOps Dashboard,Desktop
user_22,2023-01-26 19:00:00,Berlin,download,Email,Laptop
user_16,2023-01-11 14:00:00,San Francisco,upload,DevOps Dashboard,Laptop
user_8,2023-01-06 20:00:00,London,upload,HR Portal,Mobile
user_27,2023-01-23 20:00:00,Berlin,download,Finance System,Laptop
user_5,2023-01-15 13:00:00,Bangalore,read,Email,Desktop
user_27,2023-01-27 10:00:00,London,upload,Finance System,Desktop
user_21,2023-01-09 11:00:00,London,upload,DevOps Dashboard,Mobile
user_40,2023-01-20 16:00:00,New York,download,DevOps Dashboard,Tablet
user_28,2023-01-16 11:00:00,San Francisco,write,Email,Laptop
user_45,2023-01-13 13:00:00,San Francisco,download,Email,Tablet
user_22,2023-01-23 09:00:00,Berlin,read,HR Portal,Desktop
user_35,2023-01-02 20:00:00,London,read,Email,Laptop
user_29,2023-01-11 18:00:00,Bangalore,write,HR Portal,Desktop
user_37,2023-01-12 08:00:00,Bangalore,write,Finance System,Desktop
user_14,2023-01-19 09:00:00,London,read,Email,Mobile
user_42,2023-01-28 20:00:00,New York,write,Email,Mobile
user_47,2023-01-19 15:00:00,San Francisco,download,Email,Mobile
user_39,2023-01-08 08:00:00,Bangalore,read,CRM,Desktop
user_37,2023-01-12 11:00:00,Berlin,read,Email,Mobile
user_19,2023-01-03 09:00:00,San Francisco,upload,CRM,Mobile
user_38,2023-01-31 16:00:00,San Francisco,read,CRM,Laptop
user_47,2023-01-06 11:00:00,San Francisco,write,HR Portal,Mobile
user_32,2023-01-28 08:00:00,London,upload,HR Portal,Tablet
user_48,2023-01-05 17:00:00,San Francisco,upload,CRM,Laptop
user_24,2023-01-05 10:00:00,London,download,Email,Laptop
user_28,2023-01-31 17:00:00,New York,read,HR Portal,Laptop
user_24,2023-01-08 15:00:00,London,read,CRM,Tablet
user_50,2023-01-12 10:00:00,Berlin,upload,DevOps Dashboard,Desktop
user_49,2023-01-09 13:00:00,London,upload,CRM,Tablet
user_15,2023-01-28 15:00:00,London,upload,CRM,Tablet
user_50,2023-01-26 18:00:00,San Francisco,upload,Finance System,Laptop
user_10,2023-01-23 13:00:00,Berlin,read,DevOps Dashboard,Tablet
user_22,2023-01-18 15:00:00,Berlin,read,HR Portal,Tablet
user_49,2023-01-04 20:00:00,New York,write,DevOps Dashboard,Laptop
user_32,2023-01-23 03:00:00,Unknown-Country,admin_override,Sensitive Database,Unregistered_Device
user_37,2023-01-07 19:00:00,New York,read,HR Portal,Mobile
user_42,2023-01-25 15:00:00,New York,read,Finance System,Desktop
user_8,2023-01-05 08:00:00,New York,write,DevOps Dashboard,Laptop
user_40,2023-01-23 18:00:00,San Francisco,read,DevOps Dashboard,Laptop
user_33,2023-01-06 14:00:00,Bangalore,upload,Email,Mobile
user_7,2023-01-29 10:00:00,New York,upload,Email,Tablet
user_43,2023-01-23 12:00:00,London,read,Email,Desktop
user_2,2023-01-21 17:00:00,San Francisco,write,CRM,Desktop
user_38,2023-01-24 10:00:00,Berlin,download,HR Portal,Mobile
user_6,2023-01-22 10:00:00,Bangalore,read,HR Portal,Mobile
user_8,2023-01-07 17:00:00,New York,read,DevOps Dashboard,Laptop
user_38,2023-01-05 20:00:00,San Francisco,read,HR Portal,Desktop
user_4,2023-01-05 15:00:00,Berlin,write,DevOps Dashboard,Desktop
user_4,2023-01-09 20:00:00,New York,read,Finance System,Mobile
user_35,2023-01-16 13:00:00,London,upload,Finance System,Mobile
user_11,2023-01-18 09:00:00,New York,write,DevOps Dashboard,Desktop
user_1,2023-01-10 11:00:00,London,upload,CRM,Desktop
user_39,2023-01-29 09:00:00,Bangalore,read,HR Portal,Laptop
user_9,2023-01-20 19:00:00,New York,download,DevOps Dashboard,Tablet
user_43,2023-01-06 16:00:00,Bangalore,upload,CRM,Mobile
user_40,2023-01-21 11:00:00,New York,upload,CRM,Tablet
user_24,2023-01-25 16:00:00,London,write,DevOps Dashboard,Mobile
user_37,2023-01-30 11:00:00,New York,download,Finance System,Laptop
user_10,2023-01-29 20:00:00,New York,upload,Finance System,Mobile
user_36,2023-01-01 13:00:00,San Francisco,write,CRM,Desktop
user_45,2023-01-19 14:00:00,Berlin,download,DevOps Dashboard,Laptop
user_25,2023-01-07 14:00:00,New York,upload,HR Portal,Tablet
user_25,2023-01-10 18:00:00,Berlin,write,CRM,Mobile
user_48,2023-01-19 19:00:00,London,upload,HR Portal,Laptop
user_14,2023-01-24 15:00:00,Berlin,upload,CRM,Laptop
user_5,2023-01-21 19:00:00,Berlin,upload,CRM,Tablet
user_29,2023-01-17 17:00:00,Berlin,write,Email,Desktop
user_30,2023-01-15 17:00:00,London,download,Email,Tablet
user_7,2023-01-26 08:00:00,San Francisco,write,CRM,Desktop
user_36,2023-01-15 10:00:00,San Francisco,read,CRM,Mobile
user_38,2023-01-01 20:00:00,New York,upload,CRM,Desktop
user_42,2023-01-07 19:00:00,New York,read,Finance System,Desktop
user_44,2023-01-29 08:00:00,New York,read,Finance System,Mobile
user_7,2023-01-16 12:00:00,San Francisco,write,HR Portal,Desktop
user_19,2023-01-07 14:00:00,San Francisco,download,DevOps Dashboard,Tablet
user_43,2023-01-10 14:00:00,San Francisco,write,Finance System,Tablet
user_50,2023-01-12 10:00:00,Bangalore,read,HR Portal,Mobile
user_1,2023-01-23 09:00:00,San Francisco,upload,Finance System,Laptop
user_5,2023-01-24 18:00:00,Bangalore,write,CRM,Mobile
user_27,2023-01-27 11:00:00,Berlin,download,Finance System,Desktop
user_48,2023-01-02 16:00:00,San Francisco,write,Email,Tablet
user_22,2023-01-07 18:00:00,London,download,CRM,Mobile
user_26,2023-01-14 15:00:00,San Francisco,read,Email,Desktop
user_48,2023-01-08 10:00:00,London,write,Finance System,Tablet
user_1,2023-01-13 09:00:00,New York,write,Finance System,Tablet
user_34,2023-01-19 20:00:00,London,write,DevOps Dashboard,Laptop
user_49,2023-01-12 13:00:00,London,read,Finance System,Mobile
user_12,2023-01-19 19:00:00,New York,upload,DevOps Dashboard,Tablet
user_36,2023-01-19 16:00:00,London,write,Finance System,Mobile
user_22,2023-01-05 08:00:00,Bangalore,read,CRM,Laptop
user_23,2023-01-14 08:00:00,Berlin,download,CRM,Desktop
user_26,2023-01-29 13:00:00,Bangalore,write,Finance System,Laptop
user_9,2023-01-18 10:00:00,New York,upload,Finance System,Laptop
user_2,2023-01-05 13:00:00,Berlin,read,HR Portal,Laptop
user_2,2023-01-29 20:00:00,Bangalore,download,HR Portal,Mobile
user_14,2023-01-30 17:00:00,London,read,HR Portal,Desktop
user_7,2023-01-13 09:00:00,Bangalore,download,Finance System,Mobile
user_50,2023-01-07 12:00:00,New York,read,DevOps Dashboard,Mobile
user_41,2023-01-30 09:00:00,New York,write,CRM,Tablet
user_24,2023-01-15 19:00:00,San Francisco,write,Finance System,Laptop
user_15,2023-01-25 14:00:00,San Francisco,write,Email,Laptop
user_15,2023-01-08 16:00:00,Berlin,read,DevOps Dashboard,Mobile
user_50,2023-01-01 09:00:00,London,download,Finance System,Desktop
user_46,2023-01-28 17:00:00,New York,download,CRM,Desktop
user_30,2023-01-20 16:00:00,New York,download,DevOps Dashboard,Mobile
user_4,2023-01-07 08:00:00,Berlin,download,CRM,Laptop
user_22,2023-01-01 09:00:00,Berlin,write,HR Portal,Laptop
user_14,2023-01-31 20:00:00,Bangalore,upload,DevOps Dashboard,Desktop
user_41,2023-01-10 20:00:00,London,read,CRM,Desktop
user_21,2023-01-03 18:00:00,Bangalore,read,DevOps Dashboard,Laptop
user_24,2023-01-24 12:00:00,Bangalore,read,CRM,Laptop
user_37,2023-01-25 16:00:00,Bangalore,write,HR Portal,Desktop
user_23,2023-01-03 14:00:00,Berlin,download,CRM,Mobile
user_39,2023-01-29 16:00:00,San Francisco,write,DevOps Dashboard,Desktop
user_46,2023-01-07 17:00:00,San Francisco,download,Finance System,Tablet
user_47,2023-01-03 15:00:00,New York,write,Finance System,Laptop
user_40,2023-01-18 09:00:00,Bangalore,write,DevOps Dashboard,Laptop
user_41,2023-01-16 16:00:00,New York,upload,CRM,Mobile
user_39,2023-01-05 13:00:00,London,write,HR Portal,Desktop
user_13,2023-01-14 14:00:00,London,upload,DevOps Dashboard,Laptop
user_47,2023-01-02 09:00:00,Berlin,write,CRM,Tablet
user_37,2023-01-10 19:00:00,New York,download,CRM,Mobile
user_17,2023-01-07 08:00:00,New York,read,DevOps Dashboard,Desktop
user_35,2023-01-18 14:00:00,London,read,Finance System,Desktop
user_29,2023-01-29 08:00:00,San Francisco,read,DevOps Dashboard,Desktop
user_21,2023-01-03 16:00:00,Berlin,read,CRM,Laptop
user_11,2023-01-23 12:00:00,San Francisco,download,Email,Mobile
user_15,2023-01-12 20:00:00,New York,read,HR Portal,Mobile
user_45,2023-01-10 16:00:00,Bangalore,upload,DevOps Dashboard,Mobile
user_7,2023-01-22 16:00:00,San Francisco,read,DevOps Dashboard,Tablet
user_36,2023-01-10 13:00:00,San Francisco,read,DevOps Dashboard,Desktop
user_10,2023-01-23 02:00:00,Unknown-Country,admin_override,Sensitive Database,Unregistered_Device
user_46,2023-01-30 10:00:00,Bangalore,upload,Email,Tablet
user_40,2023-01-24 17:00:00,San Francisco,write,Email,Laptop
user_22,2023-01-29 18:00:00,New York,read,Email,Tablet
user_5,2023-01-25 15:00:00,Bangalore,upload,Finance System,Desktop
user_20,2023-01-28 09:00:00,New York,write,CRM,Desktop
user_24,2023-01-03 20:00:00,New York,download,Finance System,Tablet
user_50,2023-01-26 14:00:00,London,download,Email,Mobile
user_48,2023-01-17 19:00:00,Berlin,read,DevOps Dashboard,Laptop
user_20,2023-01-09 15:00:00,San Francisco,read,HR Portal,Tablet
user_41,2023-01-14 15:00:00,Berlin,upload,HR Portal,Laptop
user_50,2023-01-20 18:00:00,New York,upload,DevOps Dashboard,Laptop
user_9,2023-01-03 14:00:00,New York,read,Email,Tablet
user_42,2023-01-17 20:00:00,London,write,CRM,Laptop
user_11,2023-01-15 14:00:00,London,write,CRM,Desktop
user_40,2023-01-18 08:00:00,Berlin,read,Email,Tablet
user_11,2023-01-12 12:00:00,Bangalore,write,Email,Tablet
user_49,2023-01-25 11:00:00,New York,write,DevOps Dashboard,Laptop
user_27,2023-01-03 15:00:00,New York,download,Email,Mobile
user_40,2023-01-29 19:00:00,San Francisco,download,CRM,Mobile
user_18,2023-01-27 16:00:00,Berlin,write,Email,Mobile
user_5,2023-01-16 15:00:00,London,download,CRM,Laptop
user_5,2023-01-17 11:00:00,San Francisco,read,HR Portal,Laptop
user_39,2023-01-16 15:00:00,San Francisco,write,Finance System,Laptop
user_34,2023-01-07 14:00:00,New York,read,HR Portal,Laptop
user_1,2023-01-11 08:00:00,San Francisco,write,Email,Desktop
user_10,2023-01-13 16:00:00,Berlin,download,Email,Tablet
user_11,2023-01-14 12:00:00,San Francisco,write,CRM,Desktop
user_16,2023-01-24 18:00:00,Berlin,write,Finance System,Desktop
user_3,2023-01-27 14:00:00,San Francisco,read,Email,Laptop
user_7,2023-01-16 18:00:00,Bangalore,write,Finance System,Tablet
user_37,2023-01-04 11:00:00,San Francisco,write,CRM,Laptop
user_29,2023-01-12 01:00:00,Unknown-Country,admin_override,Sensitive Database,Unregistered_Device
user_19,2023-01-31 20:00:00,Bangalore,write,DevOps Dashboard,Tablet
user_36,2023-01-26 16:00:00,Berlin,write,CRM,Tablet
user_46,2023-01-16 15:00:00,Bangalore,write,CRM,Tablet
user_29,2023-01-28 18:00:00,San Francisco,upload,Finance System,Desktop
user_17,2023-01-26 11:00:00,Bangalore,write,Finance System,Desktop
user_1,2023-01-17 17:00:00,San Francisco,download,DevOps Dashboard,Tablet
user_34,2023-01-22 11:00:00,Bangalore,download,DevOps Dashboard,Mobile
user_17,2023-01-06 13:00:00,London,download,HR Portal,Desktop
user_7,2023-01-02 12:00:00,San Francisco,download,Finance System,Laptop
user_33,2023-01-10 18:00:00,San Francisco,download,DevOps Dashboard,Mobile
user_32,2023-01-24 08:00:00,Bangalore,download,DevOps Dashboard,Desktop
user_50,2023-01-27 18:00:00,London,write,HR Portal,Tablet
user_28,2023-01-13 17:00:00,London,write,Email,Desktop
user_15,2023-01-02 15:00:00,Berlin,read,Email,Laptop
user_4,2023-01-06 20:00:00,London,download,Finance System,Desktop
user_19,2023-01-15 01:00:00,Unknown-Country,admin_override,Sensitive Database,Unregistered_Device
user_41,2023-01-06 20:00:00,London,download,DevOps Dashboard,Desktop
user_39,2023-01-15 18:00:00,San Francisco,download,HR Portal,Laptop
user_17,2023-01-08 16:00:00,Bangalore,write,Finance System,Mobile
user_46,2023-01-11 17:00:00,London,read,DevOps Dashboard,Laptop
user_46,2023-01-19 12:00:00,London,read,DevOps Dashboard,Desktop
user_23,2023-01-04 09:00:00,Bangalore,upload,Email,Desktop
user_46,2023-01-23 19:00:00,San Francisco,download,DevOps Dashboard,Laptop
user_37,2023-01-24 18:00:00,Berlin,write,CRM,Laptop
user_1,2023-01-02 14:00:00,New York,download,DevOps Dashboard,Tablet
user_3,2023-01-05 19:00:00,London,read,DevOps Dashboard,Laptop
user_7,2023-01-02 17:00:00,Berlin,download,Finance System,Mobile
user_50,2023-01-20 15:00:00,New York,read,CRM,Laptop
user_25,2023-01-20 09:00:00,New York,upload,HR Portal,Laptop
user_4,2023-01-21 18:00:00,San Francisco,download,HR Portal,Desktop
user_33,2023-01-08 18:00:00,London,upload,Finance System,Mobile
user_37,2023-01-29 10:00:00,San Francisco,upload,Email,Laptop
user_30,2023-01-03 11:00:00,Bangalore,read,Finance System,Tablet
user_17,2023-01-01 18:00:00,Bangalore,download,HR Portal,Tablet
user_1,2023-01-11 11:00:00,London,write,DevOps Dashboard,Desktop
user_43,2023-01-26 08:00:00,Berlin,write,CRM,Laptop
user_28,2023-01-31 12:00:00,New York,download,HR Portal,Mobile
user_12,2023-01-21 18:00:00,Berlin,upload,Email,Laptop
user_42,2023-01-21 15:00:00,London,read,Email,Tablet
user_13,2023-01-15 11:00:00,Berlin,upload,DevOps Dashboard,Mobile
user_20,2023-01-29 17:00:00,Bangalore,write,CRM,Desktop
user_21,2023-01-22 19:00:00,Berlin,upload,Finance System,Desktop
user_5,2023-01-16 17:00:00,Bangalore,download,CRM,Desktop
user_34,2023-01-11 20:00:00,New York,read,Finance System,Laptop
user_23,2023-01-25 12:00:00,Berlin,read,HR Portal,Desktop
user_48,2023-01-20 16:00:00,Bangalore,read,Email,Mobile
user_43,2023-01-12 17:00:00,New York,download,HR Portal,Tablet
user_41,2023-01-14 18:00:00,London,upload,HR Portal,Mobile
user_24,2023-01-06 12:00:00,Bangalore,write,Email,Tablet
user_19,2023-01-17 09:00:00,San Francisco,write,HR Portal,Mobile
user_43,2023-01-21 08:00:00,London,read,DevOps Dashboard,Mobile
user_18,2023-01-18 16:00:00,Bangalore,read,Email,Tablet
user_25,2023-01-22 08:00:00,Berlin,write,HR Portal,Desktop
user_1,2023-01-04 14:00:00,Bangalore,write,CRM,Laptop
user_9,2023-01-25 16:00:00,Bangalore,read,HR Portal,Laptop
user_31,2023-01-27 11:00:00,Berlin,write,Finance System,Mobile
user_16,2023-01-13 15:00:00,London,write,Finance System,Desktop
user_38,2023-01-27 20:00:00,San Francisco,download,HR Portal,Mobile
user_50,2023-01-25 09:00:00,London,download,Finance System,Laptop
user_29,2023-01-18 13:00:00,New York,upload,DevOps Dashboard,Mobile
user_6,2023-01-08 20:00:00,Berlin,upload,HR Portal,Desktop
user_33,2023-01-10 15:00:00,Berlin,read,DevOps Dashboard,Mobile
user_47,2023-01-01 08:00:00,Berlin,upload,Finance System,Laptop
user_34,2023-01-16 10:00:00,Bangalore,upload,CRM,Tablet
user_26,2023-01-21 12:00:00,San Francisco,upload,Email,Desktop
user_8,2023-01-28 15:00:00,Berlin,upload,HR Portal,Mobile
user_40,2023-01-11 11:00:00,London,read,Finance System,Laptop
user_28,2023-01-30 09:00:00,Bangalore,upload,DevOps Dashboard,Tablet
user_11,2023-01-22 08:00:00,New York,download,CRM,Laptop
